value_energy,x_y_z_module,x_mean,x_var,x_std,x_min,x_max,y_mean,y_var,y_std,y_min,y_max,z_mean,z_var,z_std,z_min,z_max
0.317,1044.2288118194092,-0.38304796319644574,0.16242491176981885,0.4030197411663836,-0.93701171875,0.163818359375,0.18227947136167147,0.008773817355195168,0.0936686572722977,-0.0986328125,0.656982421875,-0.7576415312049711,0.0817775656678305,0.28596777033055754,-1.201416015625,-0.108642578125
0.335,1063.1014282460521,0.49531794098222864,0.1954524664995163,0.44210006389901857,-0.534912109375,1.526123046875,0.3439491118065562,0.08744345815066507,0.29570840054125125,-0.364013671875,2.830078125,-0.4917953740393852,0.1699448504425388,0.41224367847492677,-1.316650390625,0.72705078125
0.276,1048.0952556051168,-0.47801350676933235,0.20033062430850027,0.44758309207174063,-0.972412109375,1.20751953125,-0.010350296064481268,0.15399474242169056,0.39242163857474854,-1.21484375,1.340576171875,-0.5784617780379443,0.10322336159761554,0.32128392676512085,-1.463134765625,0.724853515625
0.648,1044.3259519747594,-0.33051316905319406,0.1638316812137274,0.40476126446799154,-0.969482421875,0.177001953125,0.30422618913604704,0.020605294767243883,0.14354544495470375,-0.1767578125,0.963623046875,-0.7303066931586215,0.08814097209186993,0.29688545281281453,-1.371337890625,-0.1552734375
0.263,1051.8479940230698,-0.025652120482108548,0.11771001189601378,0.34308892709618855,-0.92578125,1.013671875,0.16230332725444285,0.03097101129062389,0.17598582695951367,-0.196533203125,1.33740234375,-0.8812864451999279,0.07246379586148484,0.2691910025641363,-1.501953125,0.566162109375
0.228,1044.781417913412,-0.34506357506304036,0.3853627795989823,0.6207759495977452,-0.99169921875,1.62109375,0.41828864223102785,0.047898748790989654,0.21885782780378146,-0.349365234375,1.51123046875,-0.4408009407270653,0.0944997374716834,0.30740809597615254,-1.364990234375,0.779052734375
0.199,1046.8620751990943,-0.21853095356027857,0.13244069505207362,0.36392402373582544,-0.9228515625,0.24755859375,0.17056752258945726,0.04202686367652937,0.20500454550211655,-0.28662109375,0.856201171875,-0.8371877532871037,0.060293222892128386,0.24554678351004394,-1.323486328125,-0.103271484375
0.226,1042.7364695402582,-0.4243877018792027,0.13829469229302882,0.37187994338634184,-1.610595703125,0.133056640625,0.2974575603386167,0.019337609568513773,0.13905973381433526,-0.183349609375,0.784423828125,-0.7201332290165706,0.06165140131721753,0.24829700223163698,-1.3486328125,0.141845703125
0.37,1052.178920923112,-0.10650112947286264,0.05186644927738579,0.22774206743020883,-0.410888671875,1.523681640625,-0.09727749196986071,0.28163634627487116,0.5306942116462843,-1.00634765625,1.54443359375,-0.6212011624939962,0.2895548019556807,0.5381029659420962,-1.7314453125,0.876220703125
0.259,1044.0287942712548,-0.3144711834323967,0.10232043182073404,0.3198756505592979,-0.877197265625,0.074951171875,0.3305565561959654,0.06174030191081518,0.24847595841613163,-0.3466796875,0.786865234375,-0.7858523204851104,0.017008066172853633,0.13041497679658434,-1.101806640625,-0.257080078125
0.204,1047.6271702255588,-0.11429721271613832,0.005096761703927247,0.07139160807775131,-0.469970703125,0.73779296875,0.3156588185188521,0.0069739423156542,0.08351013301183396,-0.2666015625,0.537841796875,-0.9418152617675313,0.001498984961299009,0.038716727151181164,-1.216796875,-0.734619140625
0.364,1042.813604635605,-0.30511597735050433,0.12456747502868128,0.35294117785925927,-0.930908203125,0.1494140625,0.3881631900666426,0.05321810931707267,0.23069050547665085,-0.072265625,1.021728515625,-0.7152429117134966,0.07185526440276674,0.26805832276347386,-1.1025390625,0.051025390625
0.326,1048.4467405068074,-0.1572600995887368,0.08648455872881806,0.29408257127687465,-0.880615234375,0.665771484375,0.3826084631664265,0.039198101306801944,0.19798510374975675,-0.139404296875,1.26513671875,-0.812908308192243,0.05980351689336117,0.24454757593024956,-1.702880859375,0.2255859375
0.322,1047.7482609083752,-0.23681640625,0.17491302192211122,0.4182260416594252,-1.3818359375,0.831298828125,-0.07691109810278578,0.28922673327373316,0.53779804134427,-1.3349609375,0.878173828125,-0.6234697237481989,0.10109561648648427,0.31795536870209357,-1.376708984375,0.53076171875
0.355,1042.269829390915,-0.71622463376561,0.06704822141870671,0.2589367131534397,-0.886962890625,0.16064453125,-0.18950026454430835,0.022133041929178594,0.14877177799965488,-0.4267578125,0.39404296875,-0.582203156895413,0.026008099711413532,0.16127026914907017,-1.193359375,-0.369140625
0.311,1040.5436298408351,-0.5898301475444284,0.12509845981050524,0.3536926063837146,-0.99072265625,0.030517578125,0.3254861236191162,0.028885014983248972,0.16995592070666138,0.02734375,1.061279296875,-0.567527749009366,0.07015015913420883,0.2648587531764975,-1.173583984375,-0.11865234375
0.238,1047.3338860530162,-0.015276964757444765,0.0010553533343344579,0.032486202214701214,-0.38134765625,0.16259765625,0.43672512908261285,0.00762516452310742,0.08732218803435596,-0.08447265625,0.568359375,-0.9007900212385928,0.0016117603169227156,0.0401467348226816,-1.2138671875,-0.716552734375
0.478,1039.9540587878867,-0.5790091596121518,0.12667575678447138,0.35591537868497813,-0.903076171875,0.037353515625,0.301166340207733,0.04986420526097458,0.22330294503426187,-0.374267578125,0.80126953125,-0.5565791794248319,0.0867062628303329,0.2944592719381288,-1.2421875,-0.097412109375
0.348,1043.4143588984703,-0.18097363562680116,0.06665502879624091,0.2581763521243588,-0.9287109375,0.376220703125,0.5118425792507204,0.03986606507324058,0.19966488192278725,-0.177978515625,1.15380859375,-0.7390999771103506,0.0587975387338091,0.24248203796118403,-1.39453125,0.2822265625
0.337,1054.3294497849893,0.21862007309678194,0.22009139319864346,0.4691389913433368,-0.89111328125,1.6728515625,0.7164905852245437,0.09877997370527504,0.3142928152301211,-0.521484375,1.5849609375,-0.039816263658741594,0.15947177507815172,0.3993391729822554,-1.5537109375,0.823974609375
0.26,1045.6831766391695,-0.45577865146193564,0.15807196304388157,0.3975826493244915,-1.00146484375,0.427001953125,0.26066338706772335,0.02053725212528338,0.1433082416516349,-0.5263671875,1.125244140625,-0.694541850534342,0.07617931546370757,0.2760060062094801,-1.362548828125,0.1640625
0.305,1048.423952371146,0.009662433957732948,0.0008324913121746131,0.028852925539269204,-0.212158203125,0.427001953125,0.3637920456592219,0.011224084929031463,0.10594378192716863,-0.0771484375,1.2421875,-0.9303694989793467,0.004667819612048085,0.06832144328135996,-1.154296875,-0.028076171875
0.274,1050.4085919519086,-0.11708829588436599,0.045090992354324046,0.2123463970834543,-0.81640625,0.35546875,0.2927623679154659,0.05094817224029759,0.22571701805645403,-0.22412109375,1.65673828125,-0.8593337235830932,0.08865767695834974,0.29775439032590223,-1.45166015625,0.503662109375
0.3,1034.2009348825907,-0.2835898568834054,0.07108189331197352,0.26661187766484357,-0.87744140625,0.0830078125,0.8232426565501921,0.04097493772301293,0.20242267097094863,-0.154296875,1.419921875,-0.14231944381904418,0.10033598096940369,0.31675855311167794,-1.3173828125,0.55908203125
0.333,1041.0403178982015,-0.23598126238292508,0.06144113688009373,0.247873227437119,-0.77685546875,0.516357421875,0.6322280634606148,0.048566133959972745,0.22037725372636066,-0.134033203125,1.23583984375,-0.5716295929394812,0.11162583201733853,0.33410452259336226,-1.246337890625,0.33251953125
0.269,1044.4180652283046,-0.24999765474903937,0.09126467406199171,0.3021004370436953,-1.010498046875,0.03515625,0.5381783403878482,0.051391256364377864,0.22669639689324103,-0.06591796875,2.074951171875,-0.6743551028908501,0.06149807978405753,0.24798806379351715,-1.198486328125,0.20703125
0.364,1049.9744986754438,-0.06715180528037944,0.007930681051400532,0.08905437132112343,-0.476806640625,0.377685546875,0.49276677698727184,0.054612543685230316,0.23369326837808213,-0.26025390625,1.8623046875,-0.8109469748138809,0.05700144963723666,0.23874976363807496,-1.893798828125,0.20703125
0.363,1056.5923317449788,-0.27687329265730065,0.23429312078147516,0.4840383463956912,-1.017333984375,1.55322265625,0.4092800642411143,0.1977973349983156,0.4447441230621441,-1.30224609375,1.59716796875,-0.45377557261647455,0.1687436929113681,0.41078424131332997,-2.538330078125,1.08544921875
0.316,1040.0661106085868,-0.09753898745196926,9.194313598949341e-05,0.009588698346986071,-0.13671875,-0.06787109375,0.7891391897064121,0.007625700893449197,0.08732525919485837,0.3935546875,0.955322265625,-0.5896054725024016,0.010740020206319372,0.10363406875308608,-0.881591796875,-0.345458984375
0.364,1040.2447947191483,-0.10505340605487512,4.51361954428003e-05,0.006718347672069398,-0.140380859375,-0.080810546875,0.79190048818744,0.003854290461325227,0.06208293212570768,0.553955078125,0.91455078125,-0.5918791933087176,0.006245045630478923,0.07902560110798856,-0.821533203125,-0.427978515625
0.257,1039.248622290483,-0.7322645086605427,0.05641636174985034,0.2375212869404558,-0.95068359375,-0.028564453125,0.3235137675612392,0.04921280030161971,0.22183958235991094,-0.34619140625,0.9814453125,-0.48007732761467337,0.021103164275614972,0.14526928194086652,-1.186279296875,0.399169921875
0.313,1052.2272981949059,-0.4237580019962776,0.14892142994587665,0.38590339457677314,-2.230224609375,0.720703125,0.36502447503902496,0.0761547486096356,0.2759614984189563,-1.190673828125,3.9853515625,-0.6666919953770413,0.06313182677951713,0.2512604759597441,-2.353515625,1.24853515625
0.225,1042.6674980421137,-0.05130001951248799,0.1599396971421523,0.3999246143239402,-1.033447265625,1.32080078125,0.7644315017861432,0.09900746752860264,0.3146545209092071,-0.619140625,1.41357421875,-0.2642830474003362,0.09307492044328672,0.30508182581610255,-1.605712890625,0.51611328125
0.936,1050.1367019573136,0.43062067535722864,0.09645450058596398,0.3105712488076834,-0.76806640625,1.036865234375,0.6544704235710855,0.10821008911312424,0.3289530196139325,-0.78662109375,1.411865234375,-0.3533617765369837,0.07944804823243118,0.28186530157582573,-1.1884765625,0.4560546875
0.611,1045.3323510991277,0.5058331081892411,0.005988097073369754,0.07738279571952511,0.21484375,0.797119140625,0.7888146069734631,0.013619048535484714,0.11670067924174526,0.322998046875,1.726318359375,-0.2576105738922911,0.04861522562664764,0.2204886065687922,-0.802734375,0.322021484375
0.736,1045.2849621130533,0.5648321175552353,0.0036642890364352305,0.06053337126276076,0.34423828125,0.837158203125,0.7544205635356628,0.015907359648453825,0.12612438165736958,0.093994140625,1.338623046875,-0.22604396501260807,0.053138768272583875,0.23051847707414666,-0.8720703125,0.42041015625
0.737,1043.0592354371224,0.5048197252491594,0.00838791885564837,0.0915855821385024,0.00439453125,0.77490234375,0.771621806706292,0.01431394243061104,0.11964088945929414,0.32958984375,1.29296875,-0.23902516360470702,0.07627930347126072,0.2761870805654398,-0.939697265625,0.626220703125
0.913,1054.492278224326,-0.033852055940802116,0.11547199466225756,0.33981170471638783,-0.736328125,1.093994140625,0.08016865168707973,0.2283922114551205,0.47790397723300077,-1.06640625,0.992431640625,-0.7963724127191403,0.04896634939917892,0.22128341419812494,-2.075439453125,0.154052734375
0.963,1052.5006131979312,-0.13087250840537945,0.0032628289201805222,0.05712117751045161,-0.660888671875,0.175048828125,0.07696621150036023,0.011947912496385162,0.10930650710906996,-0.250732421875,0.416015625,-0.9919426557997119,0.0012427829201034962,0.03525312638764818,-1.203857421875,-0.596923828125
0.354,1048.8265224777933,0.3550236213676753,0.11714278032443964,0.34226127494129344,-0.53564453125,0.8291015625,0.6156893536863592,0.05281131569182431,0.22980712715628362,0.127685546875,1.35546875,-0.4414266536833574,0.1499565005147174,0.38724217295475116,-1.33642578125,0.531982421875
0.735,1049.3683790069003,0.5579905514529299,0.02604133276735295,0.16137327153947442,0.025634765625,0.96923828125,0.7096408107438761,0.030339300125751475,0.17418180193622834,0.0322265625,1.4990234375,-0.20875102252941882,0.11425746404020481,0.33801991663244463,-0.9619140625,0.852783203125
0.8140000000000001,1049.7145193007377,0.5572951845431076,0.0051784445527193025,0.07196141016349876,0.2421875,0.929931640625,0.802642910212536,0.012859690756206911,0.11340057652501997,0.207763671875,1.331787109375,-0.11690419368395773,0.03772109530346983,0.19421919396256856,-0.7314453125,0.61376953125
0.966,1045.1371667759745,0.5715369555265369,0.013910541612029228,0.11794295914563628,0.03759765625,0.826416015625,0.7537582646643852,0.017307125749533726,0.13155654962613503,0.080810546875,1.457275390625,-0.11740936074087416,0.07330508532033807,0.2707491187803537,-0.719970703125,0.589111328125
0.8909999999999999,1045.8425814754032,0.4644832849273535,0.03351275918996044,0.18306490430981148,-0.204345703125,0.833740234375,0.8193675983879684,0.018085949781582712,0.1344840131078141,0.251708984375,1.761474609375,-0.01606238930415466,0.07595872453575002,0.27560610395227103,-1.08251953125,1.144287109375
0.7120000000000001,1046.5035512859288,0.5810973710674832,0.025978653945636032,0.1611789500699022,-0.00048828125,1.334228515625,0.7180093697466379,0.04182187879448025,0.2045039823438171,-0.344482421875,1.65576171875,0.06903949777857829,0.09340226026851306,0.30561783368860046,-1.104248046875,0.88623046875
0.813,1044.2284183736758,0.35047055115273773,0.029934796889799192,0.173016753205576,-0.013916015625,0.9755859375,0.6392321554544909,0.1600142394386239,0.40001779890227873,-0.345703125,1.3515625,-0.058752758015129684,0.28628266582241146,0.535053890577773,-1.66162109375,0.594970703125
