value_energy,x_y_z_module,x_mean,x_var,x_std,x_min,x_max,y_mean,y_var,y_std,y_min,y_max,z_mean,z_var,z_std,z_min,z_max
0.915,1046.673267780125,0.5386126808657541,0.01997336814972663,0.14132716706184495,0.060791015625,1.05126953125,0.7298275583873679,0.04528276918248534,0.2127974839665294,-0.556640625,2.07421875,-0.2208621330151297,0.07923161825427355,0.28148111527112,-1.4521484375,0.612060546875
0.7140000000000001,1049.9738955125213,0.07098535250060038,0.19163592572538746,0.4377624078485811,-1.26953125,1.651611328125,0.5526304803824448,0.1210135118594713,0.347869964008782,-1.0830078125,1.505859375,-0.181915253887488,0.37577575168733496,0.6130055070611804,-1.4130859375,1.235107421875
0.35200000000000004,1064.551969160729,0.1084278410839187,0.15330889349714955,0.39154679605016507,-0.8979949951171875,1.5325469970703118,0.07754529793599153,0.24197364439895036,0.49190816663168985,-1.085800170898438,2.002822875976562,-0.6744079003531009,0.19600313518088516,0.4427224132352971,-1.5147247314453118,0.748138427734375
0.355,1052.0031796312974,-0.1524673154099874,0.09033185850757376,0.3005525885890417,-0.966552734375,0.173828125,0.121780410165631,0.018981648881946353,0.13777390493829503,-0.3408203125,1.32666015625,-0.9178006981108534,0.03468566820907772,0.186240887586689,-1.524169921875,-0.0249786376953125
0.428,1051.6205456521448,-0.07706095963916906,0.06501993395678264,0.2549900663884431,-0.92626953125,0.23779296875,0.1537068098583093,0.040433754660902044,0.20108146274806646,-0.161865234375,0.910888671875,-0.8991882148324928,0.07827997540944015,0.27978558828045474,-1.287109375,0.05517578125
0.301,1091.0918754345073,0.5160931120917387,0.16392798027713074,0.4048802048472248,-0.694580078125,1.622314453125,0.5119863431346061,0.1299319913979822,0.36046080424642873,-0.6494140625,1.815673828125,-0.43443053554274735,0.12615125195190632,0.3551777751378967,-1.585205078125,0.7880859375
0.289,1086.363609179453,0.49964774330571565,0.23399863259432307,0.4837340515141797,-1.087890625,2.45263671875,0.5180577288214457,0.14221750392850313,0.3771173609481578,-0.9423828125,1.682373046875,-0.28801323472022095,0.17017080610101706,0.41251764338148866,-2.10693359375,1.05517578125
1.129,1055.9657146727418,0.0004451286323246878,0.021962703505240135,0.1481981899526446,-0.71826171875,1.14306640625,0.3639376857438761,0.025428728596436374,0.15946387865731967,-0.45849609375,1.412353515625,-0.9173662550282181,0.012736696645156123,0.11285697428673216,-1.37890625,0.049560546875
0.6890000000000001,1052.905386890761,-0.18894561269212296,0.11485238645746308,0.3388987849748994,-1.20849609375,1.13134765625,0.09593342864433237,0.30946190435474313,0.5562930022521793,-1.106201171875,1.333251953125,-0.7089871893011528,0.05650173516581107,0.23770093640078718,-1.418701171875,0.4208984375
0.618,1053.186802153009,-0.0038595795058837656,0.014597879863627464,0.12082168623069066,-0.531494140625,0.961669921875,0.38875583498439004,0.09863707164639268,0.3140653939013222,-1.15185546875,1.718994140625,-0.8652052938880884,0.016145550128908535,0.12706514128158256,-1.2451171875,0.383056640625
0.302,1052.3795136300191,-0.04164790465898175,0.010101502322925126,0.10050623026919836,-0.51611328125,0.369384765625,0.33626184820785304,0.04728542403777354,0.21745211895443453,-0.341796875,1.30859375,-0.9061772972202209,0.03208531781371499,0.17912374999902997,-1.327392578125,0.103759765625
0.349,1052.6926307546792,-0.03997714787463977,0.008643618515419926,0.09297106278525553,-0.499755859375,0.394775390625,0.291603110365634,0.036427904614929674,0.19086095623497665,-0.5703125,1.066162109375,-0.9414468228416186,0.006423489419872938,0.08014667441555474,-1.32177734375,-0.4912109375
0.34600000000000003,1053.2549666199607,-0.05211429064601345,0.020087977934088935,0.14173206388848267,-0.950927734375,0.324462890625,0.15887691560098463,0.0275984231074026,0.16612773130155783,-0.21728515625,1.1572265625,-0.9627107442513209,0.022731102766949614,0.15076837455829262,-1.241943359375,-0.0390625
0.26,1049.326680511739,-0.17597801655559558,0.0881219686684168,0.2968534464486084,-0.9541015625,0.346923828125,0.2510098650636407,0.05914615281672219,0.24319982075799765,-0.75390625,1.034423828125,-0.8250304413574687,0.09565312416825855,0.30927839266308044,-1.1611328125,0.072509765625
0.29600000000000004,1051.7786076531936,-0.060549220250960614,0.0038146196594569864,0.06176260729160474,-0.57177734375,0.202880859375,0.25208234832792986,0.017906236382424157,0.1338141860283287,-0.2255859375,1.138916015625,-0.9618537895503122,0.008308910266272949,0.09115322411342865,-1.483154296875,0.037109375
0.229,1051.2309362403612,0.026539094395413066,0.0026561902619461767,0.051538240772713385,-0.288818359375,0.217529296875,0.27146584751741115,0.0520067828781789,0.22804995697912092,-0.044677734375,0.62353515625,-0.9415317209263929,0.004857215517302569,0.06969372652759048,-1.302490234375,-0.601806640625
0.196,1037.8568234538661,-0.6235949601494957,0.002353921104854281,0.04851722482638801,-0.943359375,-0.357177734375,0.6808680993335735,0.017226508770462598,0.1312497953158884,-0.029052734375,1.452880859375,-0.2209453894242315,0.07847551554089091,0.2801348167238248,-0.976806640625,0.670654296875
0.046,1058.256336475765,-0.24924436014048992,0.050946291225748175,0.22571285126405224,-1.046875,0.294189453125,-0.4248529996697887,0.2702014905463825,0.5198090904807096,-1.27685546875,1.169921875,-0.6132369247568443,0.1063400400765744,0.3260982061842328,-1.96826171875,0.34033203125
0.36,1054.3346472012533,-0.011383144587536023,0.10680142170480184,0.3268048679331473,-0.95263671875,1.781005859375,0.2782851337355908,0.17459596271619013,0.4178468172861798,-1.304931640625,1.501708984375,-0.7949336012548031,0.04474130855148025,0.21152141393126195,-1.499267578125,0.342041015625
0.316,1072.7022784573956,-0.02503743020533141,0.07569047999445445,0.2751190287756455,-1.55712890625,0.976318359375,0.2699993620917387,0.15501515916306763,0.3937196453862413,-1.806640625,1.98583984375,-0.8165643199147454,0.11965553907337986,0.34591261768455317,-1.86279296875,1.009033203125
0.383,1053.1425048332867,0.21680039287644093,0.2672352124168244,0.5169479784435029,-0.963623046875,1.13720703125,0.23557154704010566,0.04041933112470216,0.20104559464137026,-0.358154296875,0.982666015625,-0.669765212235831,0.17131418261107484,0.4139011749331896,-1.802490234375,0.25537109375
0.605,1052.0527720711486,-0.005152047310278578,0.004463108457161898,0.06680650011160515,-0.537841796875,0.452880859375,0.3468877112602065,0.041533315824663415,0.20379724194567359,-0.48974609375,1.124755859375,-0.9182021024705812,0.014792724066476401,0.12162534302716849,-1.39501953125,0.055419921875
0.322,1044.102010935314,-0.7052444032931076,0.03358241583963975,0.18325505679145596,-1.564208984375,0.4775390625,0.17650827779779057,0.1167366339892055,0.34166743185326504,-1.7568359375,1.070556640625,-0.5424663972442363,0.03866019125980756,0.19662195009664502,-0.96337890625,-0.020751953125
0.354,1051.3831415162201,0.4243912197556436,0.007440675751915227,0.08625935167803678,-0.122802734375,0.777587890625,0.4340639728176033,0.03233286321762174,0.1798134122295157,-0.1201171875,1.06005859375,-0.711933293557877,0.10589143986546214,0.32540964931215877,-1.2294921875,0.58935546875
0.348,1045.6624738742078,-0.23314374324567724,0.2732176855810994,0.5227022915399352,-1.660400390625,0.50439453125,0.3303940303043948,0.12343578006509838,0.351334285353847,-0.5732421875,1.171142578125,-0.6062612102995918,0.0861085503746197,0.2934425844600945,-1.18896484375,0.27294921875
0.307,1034.1870622096353,-0.0470966262157781,0.0002523382780055621,0.015885159048796525,-0.122314453125,0.03466796875,0.9513250198877281,0.001968845116702791,0.0443716702041155,0.636474609375,1.13818359375,-0.20003044135746878,0.03811122891166592,0.19522097456898918,-0.635986328125,0.31689453125
0.242,1049.6017175639374,-0.2608693001020653,0.06510699791438056,0.25516072956938446,-0.937255859375,0.465576171875,0.07094407608369356,0.2678599517151898,0.5175518831143306,-1.44384765625,1.285888671875,-0.7501400114823487,0.054844167291444236,0.23418831587302608,-1.6015625,0.04052734375
0.215,1046.5453048782397,-0.6324489861011047,0.06411957122517098,0.2532184259195428,-1.0361328125,0.5009765625,0.4556724115934198,0.11667793471896633,0.3415815198733186,-0.432373046875,1.82421875,-0.33871240093659943,0.11596093874460202,0.340530378592868,-1.516845703125,1.11376953125
0.517,1042.311562034544,-0.5428331944944764,0.05657597774920365,0.23785705318363728,-1.1591796875,0.272216796875,0.26665597232228627,0.3148602525944819,0.5611240973211558,-1.12939453125,1.246337890625,-0.3625685282330692,0.14089477779899098,0.37535953138156886,-1.1787109375,0.5478515625
0.318,1051.747863735762,-0.36133164287644093,0.05937886884486803,0.2436777971930722,-1.31201171875,0.260986328125,0.475711877476585,0.18628654961336558,0.4316092557086393,-0.985595703125,1.6064453125,-0.5976187259846302,0.07943972437474929,0.2818505355232615,-2.304443359375,1.05810546875
0.364,1048.5048573529193,-0.26422629232708933,0.09933513870652311,0.315174774857575,-1.64599609375,0.423095703125,0.17630940051633046,0.24655126231440166,0.49653928577142986,-1.84423828125,0.98291015625,-0.7419147473132806,0.024778530557694883,0.1574119771735775,-1.54638671875,-0.014404296875
0.363,1045.1379920488787,-0.152187321760927,0.08250217252242147,0.28723191417811056,-1.093505859375,0.152099609375,0.4351901623288905,0.04382032228630041,0.20933304155412352,-1.35107421875,0.982421875,-0.7957800023264889,0.03732913663864207,0.1932074963313848,-0.98193359375,0.02880859375
0.317,1047.6155908489848,-0.10839022912163784,0.0195296462810525,0.13974851083661857,-0.9892578125,0.152099609375,0.38757969162764166,0.1501335955310059,0.38747076732446006,-1.2275390625,1.064208984375,-0.8008014191582613,0.04343054391416754,0.2083999614063485,-1.352783203125,0.377685546875
0.349,1055.0448839192513,-0.05615562710134486,0.06474193161563926,0.2544443585848176,-1.062744140625,0.938232421875,0.3818561066582613,0.20203097100987405,0.4494785545605864,-1.364990234375,1.54150390625,-0.7162870174411623,0.1080511749862109,0.3287113855439311,-1.27880859375,0.6494140625
0.108,1045.8705320445495,-0.25338302451068684,0.14410234000094763,0.379608140061495,-1.1123046875,0.28759765625,0.3391071066732709,0.01919824628238268,0.1385577362776351,-0.10302734375,0.980712890625,-0.7821039058747599,0.05715528705051274,0.2390717194703563,-1.342041015625,-0.193359375
0.6,1047.214406326555,-0.06996071235590778,0.05722741224540617,0.23922251617564383,-0.92919921875,0.814697265625,0.46151513531159943,0.1463525846346179,0.38256056335516064,-0.81298828125,0.779296875,-0.7536794642321085,0.023896188388631664,0.1545839202136874,-1.1689453125,-0.150146484375
0.198,1051.5826554896742,-0.24504143589397215,0.13742875094482646,0.37071383969960775,-1.020263671875,1.546875,0.29876433417387127,0.11696637564724874,0.34200347315085666,-1.1103515625,1.117431640625,-0.7499946059227905,0.0606718327272302,0.2463165295452788,-1.27099609375,0.386474609375
0.353,1049.06498142045,0.0019704798571085493,0.0032846816881157664,0.05731214258877229,-0.336181640625,0.574951171875,0.4839763073366955,0.008050487123042753,0.08972450681415169,-0.34228515625,0.801513671875,-0.8767270428073968,0.0027293914387154393,0.05224357796624805,-1.680908203125,-0.705078125
0.362,1045.7121284786995,-0.48856502536623436,0.06278733333509023,0.2505740077005,-1.31982421875,0.560302734375,0.6588342320335014,0.11097299735856889,0.3331260982849721,-0.80078125,1.763916015625,-0.31726508090177713,0.07369118275099243,0.27146119934714874,-1.4873046875,0.62890625
0.35200000000000004,1043.5421238497554,-0.2771779407570845,0.054668959794001805,0.23381394268520816,-0.6494140625,0.396484375,0.4994197849123439,0.20035326781112908,0.44760838666308417,-0.491943359375,1.375244140625,-0.3808185676332853,0.28362333011836005,0.5325629823019622,-1.41015625,0.17919921875
0.36,1047.9826486383906,-0.09851554995196926,0.0405393948833703,0.2013439715595436,-0.921875,0.192626953125,0.4167968280949808,0.051776757517684104,0.2275450670036248,-0.194091796875,1.114990234375,-0.8231643251681076,0.06192109344768952,0.24883949334398173,-1.29833984375,0.14794921875
0.263,1049.3198279078595,-0.007895287358909701,0.0027006048020692527,0.05196734361182273,-0.51708984375,0.3642578125,0.3924610969770653,0.02516469965794658,0.15863385407266187,-0.178466796875,1.1201171875,-0.9100870650966618,0.007393246281748615,0.08598398851965763,-1.27294921875,-0.06005859375
0.325,1045.9383023110183,-0.35406511730007206,0.15311542678119805,0.3912996636609825,-1.000732421875,0.02197265625,0.15130832170088857,0.04574067068101732,0.21387068682037125,-0.3486328125,0.8408203125,-0.7828550897574448,0.050197314326597305,0.22404757157040847,-1.06396484375,-0.3466796875
0.316,1049.1427930768994,-0.058958905574567726,0.024431264528319677,0.15630503679766586,-0.64794921875,0.24462890625,0.33801820665225746,0.022324178409089318,0.14941277860039054,-0.114990234375,1.1201171875,-0.908058188490634,0.02810466502252426,0.16764446016055604,-1.2607421875,0.011962890625
0.319,1053.261581116401,-0.14936950273174832,0.08820726638354968,0.2969970814394473,-0.975341796875,0.73193359375,-0.06220731268011527,0.20063834544779116,0.4479267188366766,-1.355224609375,1.516845703125,-0.8089042612271854,0.06314320438557647,0.2512831159978252,-1.6005859375,0.43017578125
0.203,1042.0142370937183,-0.6986800458543467,0.08006597439804759,0.2829593158000768,-1.131103515625,-0.0390625,-0.3493216127071326,0.06240189160100373,0.24980370613944808,-0.903076171875,0.48291015625,-0.42872571258105185,0.06646998886806002,0.2578177435089758,-1.304443359375,-0.166748046875
0.436,1049.2400735276601,-0.45412524953470224,0.08329319032343363,0.2886055964866822,-2.01708984375,0.096435546875,-0.1678688423090778,0.1530329165362092,0.39119421843402696,-1.236572265625,0.945556640625,-0.7084484851554995,0.04933340110538239,0.22211123588279452,-1.5625,0.087158203125
0.34600000000000003,1057.2281664560587,-0.15558347967699326,0.03296251945477816,0.18155583013161036,-1.151123046875,0.504638671875,-0.11201340733069164,0.2543737685560146,0.50435480423608,-1.2373046875,1.582763671875,-0.7655117243786023,0.13187342165176302,0.3631438029923725,-1.7626953125,0.419921875
0.213,1041.8760184857015,-0.680751774885927,0.07602533466730242,0.27572692046171776,-1.248046875,0.45751953125,-0.2608779775306196,0.15734793996366944,0.3966710727588659,-1.166259765625,1.153564453125,-0.44195386609930354,0.04321361800294705,0.20787885415055338,-1.1748046875,0.539794921875
0.289,1037.8333769626279,-0.018037090612992315,2.102209916446367e-05,0.004584986277456419,-0.035888671875,0.0087890625,0.9182977887097743,0.00023545864208358126,0.015344661680323267,0.837158203125,0.95263671875,-0.3859473969590538,0.0011484990629609991,0.033889512580752755,-0.525634765625,-0.314697265625
0.224,1047.0168972606234,-0.2907112114253122,0.10717969155955526,0.32738309601986976,-0.982421875,0.1650390625,0.5640898456262008,0.11266721120820065,0.33565936782428796,-0.437255859375,1.63818359375,-0.5725960708603506,0.06911478580819333,0.26289691099020795,-2.091064453125,0.634521484375
0.395,1031.4649469700207,-0.10232822443864073,0.014689327927172386,0.12119953765246956,-0.997314453125,0.193115234375,0.8152880343419788,0.03420483478859952,0.18494549139841046,-0.2353515625,1.518310546875,0.2965485410662824,0.17276514290911035,0.41565026513778425,-0.58984375,0.799560546875
